report_date;location;climate;temp_max;temp_min;unit_temp;population;density_population;unit_density_pop;latitude_north_west_border;longitude_noth_west_border;latitude_north_est_border;longitude_noth_west_border;latitude_south_west_border;longitude_south_west_border;latitude_south_est_border;longitude_south_est_border;latitude_cases;longitude_cases;location_type;data_field;data_field_code;time_period;time_period_type;value;unit
04/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;0;cases
04/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2015-2016;PR0006;NA;NA;21;cases
04/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_cumulative_2015-2016;PR0007;NA;NA;1;cases
04/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_symptomatic_cumulative_2015-2016;PR0008;NA;NA;0;cases
04/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_asymptomatic_cumulative_2015-2016;PR0009;NA;NA;0;cases
04/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;gbs_reported_cumulative_2015-2016;PR0010;NA;NA;0;cases
04/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_4weeks;PR0011;NA;NA;240;cases
04/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_cumulative_2016;PR0012;NA;NA;184;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_4weeks;PR0001;NA;NA;21;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2016;PR0003;NA;NA;21;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;0;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2015-2016;PR0006;NA;NA;30;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_cumulative_2015-2016;PR0007;NA;NA;3;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_symptomatic_cumulative_2015-2016;PR0008;NA;NA;0;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_asymptomatic_cumulative_2015-2016;PR0009;NA;NA;0;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;gbs_reported_cumulative_2015-2016;PR0010;NA;NA;0;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_4weeks;PR0011;NA;NA;281;cases
10/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_cumulative_2016;PR0012;NA;NA;281;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_4weeks;PR0001;NA;NA;50;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2016;PR0003;NA;NA;54;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;0;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2015-2016;PR0006;NA;NA;63;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_cumulative_2015-2016;PR0007;NA;NA;3;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_symptomatic_cumulative_2015-2016;PR0008;NA;NA;0;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_asymptomatic_cumulative_2015-2016;PR0009;NA;NA;0;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;gbs_reported_cumulative_2015-2016;PR0010;NA;NA;1;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_4weeks;PR0011;NA;NA;749;cases
18/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_cumulative_2016;PR0012;NA;NA;832;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_4weeks;PR0001;NA;NA;88;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2016;PR0003;NA;NA;102;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;0;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2015-2016;PR0006;NA;NA;117;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_cumulative_2015-2016;PR0007;NA;NA;5;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_symptomatic_cumulative_2015-2016;PR0008;NA;NA;0;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_asymptomatic_cumulative_2015-2016;PR0009;NA;NA;0;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;gbs_reported_cumulative_2015-2016;PR0010;NA;NA;1;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_4weeks;PR0011;NA;NA;548;cases
24/02/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_cumulative_2016;PR0012;NA;NA;677;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_4weeks;PR0001;NA;NA;127;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2016;PR0003;NA;NA;147;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;0;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2015-2016;PR0006;NA;NA;157;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_cumulative_2015-2016;PR0007;NA;NA;14;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_symptomatic_cumulative_2015-2016;PR0008;NA;NA;0;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_asymptomatic_cumulative_2015-2016;PR0009;NA;NA;0;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;gbs_reported_cumulative_2015-2016;PR0010;NA;NA;1;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_4weeks;PR0011;NA;NA;1064;cases
03/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_cumulative_2016;PR0012;NA;NA;1529;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_4weeks;PR0001;NA;NA;158;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2016;PR0003;NA;NA;192;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;0;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2015-2016;PR0006;NA;NA;201;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_cumulative_2015-2016;PR0007;NA;NA;21;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_symptomatic_cumulative_2015-2016;PR0008;NA;NA;0;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_asymptomatic_cumulative_2015-2016;PR0009;NA;NA;0;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;gbs_reported_cumulative_2015-2016;PR0010;NA;NA;1;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_4weeks;PR0011;NA;NA;1132;cases
10/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_cumulative_2016;PR0012;NA;NA;1532;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_4weeks;PR0001;NA;NA;161;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2016;PR0003;NA;NA;192;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;0;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2015-2016;PR0006;NA;NA;249;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_cumulative_2015-2016;PR0007;NA;NA;24;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_symptomatic_cumulative_2015-2016;PR0008;NA;NA;0;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_asymptomatic_cumulative_2015-2016;PR0009;NA;NA;0;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;gbs_reported_cumulative_2015-2016;PR0010;NA;NA;1;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_4weeks;PR0011;NA;NA;1010;cases
17/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_cumulative_2016;PR0012;NA;NA;1737;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_4weeks;PR0001;NA;NA;190;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2016;PR0003;NA;NA;340;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;6;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2015-2016;PR0006;NA;NA;350;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_cumulative_2015-2016;PR0007;NA;NA;40;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_symptomatic_cumulative_2015-2016;PR0008;NA;NA;27;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_pregnant_asymptomatic_cumulative_2015-2016;PR0009;NA;NA;13;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;gbs_reported_cumulative_2015-2016;PR0010;NA;NA;3;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_4weeks;PR0011;NA;NA;1023;cases
25/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;arbovirus_suspected_cumulative_2016;PR0012;NA;NA;2240;cases
30/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_4weeks;PR0001;NA;NA;135;cases
30/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;zika_confirmed_cumulative_2016;PR0003;NA;NA;362;cases
30/03/2016;United_States-Puerto_Rico;tropical;32,00;28,00;degrees;3283121,00;370.14;personne/km2;18.502887; -67.143325;18.383225;-65.618705;17.966092; -67.211467;17.973424;-65.969044;18.200178;-66.664513;territory;flavi_confirmed_cumulative_2016;PR0005;NA;NA;6;cases
