report_date;location;climate;temp_max;temp_min;unit_temp;population;density_population;unit_density_pop;latitude_north_borders;longitude_north_borders;latitude_west_borders;longitude_west_borders;latitude_est_borders;longitude_est_borders;latitude_south_borders;longitude_south_borders;location_type;data_field;data_field_code;time_period;time_period_type;value;unit
09/01/2016;Colombia-Antioquia-Buritica;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Caceres;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Caicedo;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Caldas;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Campamento;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Canasgordas;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;2;cases
09/01/2016;Colombia-Antioquia-Caracoli;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Caramanta;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Carepa;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-El_Carmen_De_Viboral;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Carolina;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Caucasia;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;3;cases
09/01/2016;Colombia-Antioquia-Chigorodo;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Cisneros;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Cocorna;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;1;cases
09/01/2016;Colombia-Antioquia-Concepcion;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Concordia;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Copacabana;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Dabeiba;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Don_Matias;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Ebejico;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-El_Bagre;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;1;cases
09/01/2016;Colombia-Antioquia-Entrerrios;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Envigado;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Fredonia;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Frontino;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Giraldo;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Girardota;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;1;cases
09/01/2016;Colombia-Antioquia-Gomez_Plata;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Granada;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Guadalupe;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Guarne;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Guatape;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Heliconia;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Hispania;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;1;cases
09/01/2016;Colombia-Antioquia-Itagui;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;4;cases
09/01/2016;Colombia-Antioquia-Ituango;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Jardin;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Jerico;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-La_Ceja;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-La_Estrella;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-La_Pintada;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-La_Union;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Liborina;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Maceo;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;2;cases
09/01/2016;Colombia-Antioquia-Marinilla;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Montebello;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Murindo;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Mutata;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;1;cases
09/01/2016;Colombia-Antioquia-Narino;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Necocli;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Nechi;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Olaya;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Pe̡ol;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Peque;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Pueblorrico;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Puerto_Berrio;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Puerto_Nare;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;1;cases
09/01/2016;Colombia-Antioquia-Puerto_Triunfo;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Remedios;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Retiro;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Rionegro;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;1;cases
09/01/2016;Colombia-Antioquia-Sabanalarga;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Sabaneta;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-Salgar;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Andres_De_Cuerquia;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Carlos;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;1;cases
09/01/2016;Colombia-Antioquia-San_Francisco;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Jeronimo;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Jose_De_La_Montana;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Juan_De_Uraba;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Luis;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;3;cases
09/01/2016;Colombia-Antioquia-San_Pedro;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Pedro_De_Uraba;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Rafael;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
09/01/2016;Colombia-Antioquia-San_Roque;tropical;35,00;22,00;degrees;49892184,00;43,70;personnes/km(2);12.391506;-71.658760;2.338458;-78.503399;1.327515;-66.903637;-4.160408;-69.965315;municipality;zika_confirmed_laboratory;CO0001;NA;NA;0;cases
